id,name,parent_company
3323,almasa medical company ltd,Almasa Medical Co Ltd
3324,amrus enterprises ltd,Independent
3325,amt trade llc,Independent
3326,apexmed international bv,Independent
3327,apexmed international bv keizersgracht 6264 1015 cs amsterdam,Independent
3328,apexmed international bv netherlands jiangsu kangjin medical instrument co ltd china,Independent
3329,badge fornors medical equipment co ltd,Independent
3330,baoin county fukang medical app co ltd,Independent
3331,bein medical equipment guangzhou co ltd,Independent
3332,carex industries sdn bcd,Independent
3333,changjou jinlong medical plastic applianc co ltd china,Independent
3334,changshu 3c medical device co ltd,Independent
3336,chengdu laoken technology co ltd china chengdu laoken technology co ltd,Independent
3337,cjsc chart paper factory,Independent
3338,cjsc gigrovatasaint petersburg,Gigrovata - Sankt - Peterburg Ao
3339,cjsc medtest,Medtest-Spb Ao
3340,cjsc ptp kiel,Independent
3341,cjsc scientific and production enterprise interoko,Npp Interoko Ao
3342,cjsc sez vladmiva,Independent
3343,ck dental ind co ltd,C-K Dental Ind. Co. Ltd.
3344,ck dental ind co ltd korea ct dental ind co ltd,C-K Dental Ind. Co. Ltd.
3345,closed jointstock company production company volga manufactory,Independent
3346,comfort rubber glavz industries sdn bhdd malaysia comfort rubber gloves industries sdn bhd,Independent
3347,dalian rongbang medical healthy devices co ltd,Dalian Rongbang Medical Devices Co. Ltd
3348,diamond ltd manufacturer of terang nusa sdn bhd malaysia,Independent
3349,establishment of the russian academy of sciences institute of chemistry solutions ras,Independent
3350,exige inc,Independent
3351,fl medical srl,Giorgione Trust Company Srl
3352,farmsphere llc,Independent
3353,fgu irtc eye microsurgery them acad sn fedorova rosmedtekhnologii  etp mg,Nmits Mntk Mikrokhirurgiya Glaza Im. Akad. S.N. Fedorova Fgu
3354,gangnam latex industries pvt ltd,Independent
3355,grp asia pacific sdn bcd,Independent
3356,guangzhou improv medical medical instruments co ltd,Guangzhou Improve Medical Instruments Co. Ltd.
3359,hospitek manufacturing services sdn bhd,Independent
3360,jiangsu kangjin medical instrument co ltd,Shanghai Technology Innovation Co. Ltd.
3362,jsc axiomservice,Independent
3363,jsc elatomsky instrument plant,Elatomskii Pribornyi Zavod Ao
3364,jsc factory nika,Independent
3365,jsc kazan medical instrumental plant,Kazanskii Mediko-Instrumentalnyi Zavod Ao
3367,jsc progress rocket and space center,Independent
3369,jsc vectorbest,Independent
3370,kimberlyclark corporation suzhou andersen nonsheuven product co ltd china suzhou andersen nonwoven products co ltd,Independent
3371,limited liability company active medical company active medical,Independent
3372,limited liability company medical company kollahit,Independent
3373,limited liability company scientific and production association diagnostic systems,Independent
3374,llc aeroservice,Independent
3375,llc aos prom,Independent
3376,llc archimedes,Independent
3377,llc ardaleimpeks,Independent
3378,llc askom,"Ask, Medical Company Ooo"
3379,llc colorit,Independent
3380,llc cottonstyle,Independent
3381,llc ecoprom,Independent
3382,llc emelyan savostin cotton factory,Independent
3383,llc emelyan savostin water factory,Independent
3384,llc energy,Independent
3385,llc enterprise fest,Company Fest Ooo
3386,llc farmsphere,Independent
3387,llc gametaagro,Independent
3388,llc goliathmt,Independent
3389,llc group of companies palma,Gk Palma Ooo
3390,llc hema,Independent
3391,llc jasmine honey,Independent
3392,llc koletex,Independent
3393,llc mk aseptica,M.K. Aseptika Ooo
3394,llc medal,Independent
3395,llc mg and k,Independent
3396,llc mim,Mim Ooo
3397,llc mosnitki,Independent
3398,llc new dressing materials,Independent
3399,llc newfarm,Independent
3400,llc northern factory,Independent
3401,llc npf medkom,Independent
3402,llc nvp orbit,Independent
3403,llc pkf veramed,Independent
3404,llc plast factor,Independent
3405,llc polymer products,Independent
3406,llc polymerdentistry,Independent
3407,llc russian medical packaging,Independent
3408,llc stk group,Independent
3409,llc stoppolimer,Independent
3410,llc technodent,Independent
3411,llc tpmp larixplus,Independent
3412,llc valeo,Independent
3413,llc voloty,Independent
3414,llc weaving factory 2,Independent
3415,llc weaving factory medtex,Independent
3416,mediferst co ltd,Medifirst Co. Ltd.
3417,mikrovenshn europe,Terumo Corp.
3418,mrk helfkeya india mrk healthcare,Mrk Healthcare Private Limited
3419,nank a  s,Independent
3420,neurosoft company,Independent
3421,ningbo greetmed medical instruments co ltd china,Independent
3422,ningbo hightech unicmed import and export co ltd,Independent
3424,npo diagnostic systems,Independent
3425,odo polyether,Independent
3426,ooo fierberg,Independent
3427,pakro medical gbr,Independent
3428,perusahan jeta azas sdn bhd,Independent
3429,polifarm llc,Polifarm Ooo
3430,produce denter sa switzerland,Independent
3431,production unitary enterprise litoplastmed,Litoplast Pk
3432,renfert gmbh,Renfert Gmbh
3433,saray hygiene malaysia sdn bhd,Independent
3434,sessa hygiene products hughesand bv the netherlands,Independent
3435,shanghai daughter industries co ltd china,Independent
3436,smart glove corporation sdn bhd,Independent
3437,state enterprise of nizhny novgorod region nizhny novgorod regional pharmacy,Independent
3438,supermax glove manufacturing vos bcd malaysia,Independent
3439,technodent,Independent
3440,technodent llc,Independent
3441,tj medical sdn bhd malaysia tg medical sdnbhd,Independent
3442,type medical ltd,Independent
3443,weihai hongiyi medical devices co ltd china,Independent
3445,wuhan lifarma chemicals co ltd,Independent
3446,wuxi yushaw medical eplaensiz co ltd,Independent
3447,yanchen huida medical instruments co ltd,Independent
3448,yancheng huida medical instrument co ltd china yancheng huida medical instruments coltd,Independent
3449,young chemical co ltd,Independent
3450,zhejiang integral medical company ltd,Independent
3451,zhenang global glassis co ltd,Independent
3454,beckman,Danaher Corporation
3455,thermo fischer,Thermo Fisher Scientific Inc
3460,dtek,Tekinvest Sprl
3463,envision flex  hrp dako,Independent
3464,leica,Danaher Corporation
3465,sentinel,Sentinel Ch. Spa
3466,gamma  diaxonhit,Diaxonhit
3467,imris,Independent
3468,polidis,Laboratoire Polidis
3469,qualicyt,Qualicyt
3470,iris international  beckman,Danaher Corporation
3477,biosense webster company,Johnson & Johnson
3478,adeor medical  cormedica,Adeor Medical Ag
3479,arrow,Teleflex Incorporated
3480,cochlear,Cochlear Ltd.
3481,c2f implants,C2F Implants
3484,amo,Johnson & Johnson
3485,cook medical,Cook Group Incorporated
3486,aga medical,Abbott Laboratories
3489,dorc international bv,Doran International
3492,origio,"The Cooper Companies, Inc."
3497,ams,Independent
3499,storz,Karl Storz Se & Co. Kg
3502,st jude medical company,Abbott Laboratories
3503,vision sciences inc,Independent
3504,volcano,Philips
3506,eurosilicone,Eurosilicone Sas
3507,sendal,Sendal France
3508,bard,"Becton, Dickinson And Company"
3509,medacta,Medacta Holding Sa
3510,codman company,Johnson & Johnson
3512,teleflex,Teleflex Incorporated
3513,tht bio science,Tht Bio-Science
3516,coopervision,"The Cooper Companies, Inc."
3517,microtek,Ecolab Inc
3519,oertli instrumente ag,Oertli-Instrumente Ag
3520,edwards,Edwards Lifesciences Corporation
3521,arthrex,Arthrex Gmbh
3522,intersurgical,Intersurgical Sarl
3523,fh industry,Independent
3524,cosman medical inc,Independent
3525,vitalitec,Eurazeo Sa
3527,gambro,Baxter International
3532,lohmann  rauscher sas,Lohmann & Rauscher International Gmbh & Co Kg.
3533,efica,Etudes Fabrications Industrielles Chirurgicales D'Aquitaine - Efica
3534,apte surgika,Surgika
3539,synthes company,Johnson & Johnson
3540,fiab,Fiab Spa
3542,depuy,Johnson & Johnson
3543,pall,Danaher Corporation
3544,biotech ortho,Wright Medical Group Nv
3545,medicina,Independent
3547,ansell,Ansell Ltd.
3548,illouz,Euromi Sa
3549,mvf  clinical innovations,Independent
3552,b braun,Ludwig G. Braun Gmbh U. Co. Kg
3553,ecolab  microtek,Ecolab Inc
3554,smith  nephew arthrocare,Smith & Nephew Plc
3557,terumo,Terumo Corp.
3560,endolologix,Endologix Inc.
3565,prince medical,Prince Medical
3566,bard company,"Becton, Dickinson And Company"
3567,us endoscopy  life partner europe,Steris Plc
3568,cellnovo ltd,Cellnovo Group
3569,sartorius stedim biotech gmbh,Sartorius Ag
3570,maquet  laax inc,Getinge Ab
3571,keeler ltd,Halma Plc
3572,sem science and medicine,Acropole
3573,asept inmed,Asept Inmed
3575,asterie,Asterie
3576,biosensors,Biosensors International Group Ltd.
3577,covidien corporation,Medtronic Plc
3578,integrum,Integrum Ab
3579,sapheon medtronic,Medtronic Plc
3582,medistock,Medistock
3585,medicrea,Medicrea International
3588,applied diabetes research inc,Independent
3589,seprafilm,Independent
3591,fh orthopedics sas,Fournitures Hospitalieres Sa
3593,intraocular lenses,Independent
3595,molnlycke,Investor Ab
3602,network medical products ltd,Network Medical Products Limited
3605,otto bock,Otto Bock Holding Gmbh & Co. Kg
3609,össur,Össur Hf
3614,waldemar link,Link Holding Gmbh
3617,syncardia,Independent
3618,unomedical a  s  convatec,Triona Holding Sa
3620,pyng medical,Teleflex Incorporated
3621,alamedics,Alamedics Gmbh & Co. Kg
3622,alamedics gmbh  co kg,Alamedics Gmbh & Co. Kg
3624,the surgical company  sebac,Stichting Stichri
3628,dedienne sante,Fondations Capital I Sca
3631,urgo labs,Urgo Group Sas
3632,upsa,Independent
3634,medtronic covidien llc,Medtronic Plc
3635,beaver visitec,Tpg Capital Management L.P.
3637,thuasne,Thuasne Management
3639,novatech sa,Independent
3642,cook,Cook Group Incorporated
3644,hexacath,Hexacath
3645,venus concept,Independent
3646,atf implants,Advanced Technical Fabrication (Atf)
3648,arthocare corporation  smith  nephew,Smith & Nephew Plc
3651,scientx  alphatec science,Scientx Sa
3653,vygon society,Soc Part Financiere Pierre Simonet
3656,unomedical  convatec,Triona Holding Sa
3658,mathys ag,Mathys Ag Bettlach
3659,inmed  teleflex,Teleflex Incorporated
3660,bayer,Bayer Ag
3661,cardima inc,Independent
3662,arcadoptha,Arcadophta
3663,medasil  pouret,Independent
3664,ecolab  aseptix,Ecolab Inc
3666,nidacon,Independent
3670,acist medical,Bracco Spa
3671,sterisets  dirinco  bernas,Independent
3672,ultradent,Ultradent Products Inc.
3673,codman,Johnson & Johnson
3677,pullup sbm ligament reconstruction fixation system,Independent
3678,cook company,Cook Group Incorporated
3679,spierings orthopaedics bv,Independent
3680,eurospine,Eurospine
3681,livanova  sorin,Livanova Plc
3683,atozizine,Septodont Holding
3685,evolutis,Evolutis
3686,redax spa,Redax Spa
3694,cryo bio system,Qualium Investissement
3697,amt applied medical technology,"Applied Medical Technology, Inc."
3698,puritan medical products co llc,Medical Production
3699,biospine implants  s14 implants,Independent
3700,lifetech scientific,Lifetech Scientific Corporation
3701,dupont medical,Dupont Medical
3702,sybron dental specialities inc,Danaher Corporation
3704,bard france,"Becton, Dickinson And Company"
3706,caesarea medical electronics cme limited,Independent
3708,minvasyss,Independent
3713,covidien  oridion medical,Medtronic Plc
3715,diagast,Etablissement Francais Du Sang
3716,aap biomaterials,All Biomaterials
3722,novalight systems,Nova Lightsystems
3723,cekapreciline products,Independent
3725,medtronic ablation frontiers llc,Medtronic Plc
3726,lepine group,Societe De Participations Lyonnaises Industrielles Et Commerciales
3731,aston medical,Aston Medical Sa
3734,ligapass tensioning handle medicrea international,Medicrea International
3735,science for biomaterials sbm,Independent
3737,sysmex,Sysmex Corp.
3739,stanmore implants,Stryker
3740,sorbsan calcium alginate dressings aspen medical europe ltd,"Hill-Rom Holdings, Inc"
3741,biosynex sa,Biosynex
3742,bbi oem solutions ltd,Bbi Oem Solutions Ltd
3746,integra  newdeal sas,Integra Lifesciences Holdings Corporation
3748,qiagen gmbh,Qiagen N.V.
3750,ingen,Independent
3761,bordier affinity products sa,Bordier Affinity Products S.A.
3764,the binding site ltd,Cidron Iugo Sarl
3766,orgentec sas,Wshp Luxco 3 Sarl
3770,sudimplant,Sudimplant
3771,mathys,Mathys Ag Bettlach
3772,axess vision techonology,Axess Vision Technology Sa
3775,elltech clinical systems sas,Independent
3776,guangzhou wondfo biotchco,"Guangzhou Wondfo Biotech Co., Ltd"
3779,gdf gesellschaft für dentale forschung und innovationen gmbh,Mani Inc.
3780,bard medical division,"Becton, Dickinson And Company"
3783,mediplus,Mediplus Limited
3785,bard inc,"Becton, Dickinson And Company"
3786,integra neurosciences implants france  sas,Integra Lifesciences Holdings Corporation
3787,waismed ltd,Waismed Ltd
3789,zimmer biomet total recoil bolt,Zimmer Biomet Holdings
3791,sequent medical company,Independent
3792,synergetics,"Bausch Health Cos., Inc."
3793,ophta  france,Ophta - France
3796,medtronic sofradim production,Medtronic Plc
3797,eumed biotechnology co ltd,Independent
3798,redaxmedax,Independent
3800,life partners,Life Partners Europe
3801,iceram,Independent
3803,biotechne rd systems inc,Bio-Techne Corporation
3805,radiometer,Danaher Corporation
3807,societe detudes de recherches et de fabrication,Independent
3809,randox,Randox Holdings Limited
3810,transysteme dedienne,Independent
3811,intair medical,Int'Air Medical
3812,didactic,Didactic
3814,theradiag,Theradiag Sa
3816,stryker neurovascularboston scientific,Independent
3818,victory company,Independent
3819,baylis medical,"Baylis Medical Company, Inc"
3821,kasios distributed by ldr,Kasios Sas
3823,labodial,Independent
3824,paul hartmann laboratories,Schwenk Limes Gmbh & Co. Kg
3825,orgentec,Wshp Luxco 3 Sarl
3826,raffin medical,Raffin Medical
3830,b braun aesculap ag,Ludwig G. Braun Gmbh U. Co. Kg
3834,oscor inc  medtronic,Independent
3838,orthopediatrics,Orthopediatrics Corp.
3839,ulthera inc,Independent
3843,wright medical uk ltd,Wright Medical Group Nv
3844,process for prf,Process For Prf
3845,batch call,Independent
3846,life partners europe,Life Partners Europe
3847,abs bolton medical,Independent
3848,nephrotek laboratory,Laboratoires Nephrotek
3849,quarantine,Independent
3854,mm france,Independent
3855,biolytical laboratories inc,Biolytical Laboratories Inc.
3864,phadia,Thermo Fisher Scientific Inc
3865,orthomed,Orthomed
3868,osd orthopaedic  spine development,Orthopaedic & Spine Development
3869,menicon,Menicon Co. Ltd.
3871,beldico,Bpce
3875,tetra medical lab,Independent
3876,1stq gmbh,1Stq Gmbh
3877,karl storz,Karl Storz Se & Co. Kg
3880,medicmicro,Medicmicro
3883,micrel medical devices sa,Micrel Medical Devices S.A.
3884,bracco,Bracco Spa
3888,mediglobe gmbh,Ds Rose Holdco Prime Gmbh
3889,balt extrusion company,Balt Extrusion
3890,direct implant sybon manufacturing llc,Independent
3891,olympus france,Olympus Corporation
3894,getinge lancer,Getinge Ab
3895,legacy  p implant direct implant sybon manufacturing llc,Independent
3896,toda pharma,Toda Pharma Sarl
3897,ceb,Independent
3900,mega diagnostics,Mast Group Limited
3905,creganna medical company,Te Connectivity Ltd.
3906,eos imaging system,Independent
3907,medela agstryker neurovascular,Independent
3908,sentinel diagnostics,Sentinel Ch. Spa
3909,jiangsu intco medical products co ltd,Shandong Intco Medical Products Co. Ltd.
3910,thermo scientific oxoid,Thermo Fisher Scientific Inc
3911,gibaud,Össur Hf
3913,angiodynamics inc us,Angiodynamics Inc.
3916,spineway,Spineway Sa
3920,easy system implant,Easy System Implant
3922,medical brands innovation bv,Independent
3924,generic implants,Generic Implants
3929,ethical medical implants emi,Independent
3930,curetis ag,Curetis N.V.
3934,adler ortho,Adler Ortho
3935,pfm medical mepro gmbh,Pfm Medical Ag
3941,fujifilm,Fujifilm Holdings Corp.
3943,remel  thermo fischer,Thermo Fisher Scientific Inc
3944,teknimed,Aria Holding
3945,oral care products sage products llc,Stryker
3951,werfen instrumentation laboratory france inova,Independent
3955,cisbio bioassays,Cisbio Bioassays
3959,elitech,Ergon Capital Partners
3960,north american rescue llc,North American Rescue Llc
3962,livanova france sas,Livanova Plc
3966,agilent,"Agilent Technologies, Inc."
3967,smiths medical france,Smiths Group Plc
3969,gyneas laboratories,Independent
3972,stanmore,Stryker
3973,bellcomedtronic,Medtronic Plc
3975,perkinelmer inc_wallac oy,Perkin Elmer Inc.
3976,epigenomics ag,Epigenomics Ag
3977,leica microsystems inc,Danaher Corporation
3978,victory,Independent
3980,itémedical,Independent
3982,united orthopedic corporation,United Orthopedic Corporation
3983,ibl,Tecan Group Ag
3987,lina medical,Lina Ww Holding Ag
3989,casella group srl,Casella Group Srl
3992,laurane medical,Laurane Medical
3995,cousin biotech sas,Cousin Biotech
3996,sigvaris,Sigvaris Holding Ag
3997,surgiris,Surgiris
3998,electroconcept,Electro Concept
3999,abigo medical ab,Abigo Medical Ab
4000,elements obturation unit sybron endo,Independent
4001,menicon co ltd,Menicon Co. Ltd.
4002,implant direct sybron manufacturing llc usa,Independent
4006,vascomed gmbh,Micro Systems International Ag
4007,spineart,Spineart Sa
4008,phadia ab thermofisher,Thermo Fisher Scientific Inc
4010,olympus corporation,Olympus Corporation
4011,bexen cardio osatu s coop,Independent
4017,merete medical,Merit Medical Systems Inc
4018,convergences medical systems  istanbul medikal ltd,Convergences Medical Systems
4020,biocentric,Biocentric
4021,getinge group package,Getinge Ab
4024,manufacturing manufacture of medical and paramedical products,Independent
4028,miltenyi biotec gmbh,Miltenyi Biotec Gmbh
4029,macopharma,Macopharma
4030,dako  agilent,"Agilent Technologies, Inc."
4032,cutting edge sas,Independent
4033,mrc holland mlpa,Independent
4034,demapharm laboratories,Independent
4036,johnson  johnson  depuy synthes,Johnson & Johnson
4040,eurogine,Eurogine Sl
4042,linx reflux management system torax medical inc,Johnson & Johnson
4043,industry chart,Independent
4044,getinge maquet cardiopulmonary gmbh,Getinge Ab
4045,cirmedical  sam medical products,Independent
4047,nephrotek  theradiag  lsi medience,Laboratoires Nephrotek
4048,biosynex,Biosynex
4049,wassenburg medical connectors,Independent
4053,roche roche diabetes care  pharma lab,Roche Holding Ag
4054,proteor,Holding Proteor
4056,comepa industrie,Comepa -Industries
